MSU	Symbol	Keyword
LOC_Os01g50820	OsNRT2.3	nitrate; transporter
LOC_Os01g51154	OsTRBF3	telomere repeat-binding factor
LOC_Os01g51300	OsRBAP1	fertility; height; map-based cloning; spikelet
LOC_Os01g51320	OsPAO1|PAO1	flower; root; seedling
LOC_Os01g51420	OsCBL10	stress; tolerance
LOC_Os01g51430	OsRTH1	adventitious root; ethylene; growth; leaf; root; root development; seedling; senescence
LOC_Os01g51450	Orysa;NAP1;3|OsNAP1_L3	cytoplasm; nucleus
LOC_Os01g51610	OsLFL1	flower; flowering time; seed; transcription factor
LOC_Os01g51980	OsTARL2	tryptophan aminotransferase
LOC_Os01g52050	D61|HFR131|OsBRI1|OsBRKq1	 BR ; BR; BR signaling; Brassinosteroid; Kinase; architecture; auxin; auxin response; biomass; brassinosteroid; breeding; cell division; dwarf; erect; grain; grain length; grain size; grain weight; grain width; grain yield; growth; height; intercalary meristem; kinase; lamina; leaf; meristem; panicle; photosynthesis; plant architecture; plant height; receptor kinase; reproductive; root; seed; shoot; yield
LOC_Os01g52110	OsRZFP34	ABA; leaf; stomata; stomatal; stress; temperature; water loss
LOC_Os01g52230	OsACP1	GA; Pi; Pi homeostasis; growth; homeostasis; insect; phosphatase; phosphate; pi; plant growth; root; stress
LOC_Os01g52500	NADP-ME2|OsNADP-ME2	growth; root; salt; seedling
LOC_Os01g52680	CFO1|OsMADS32	development; floral; floral meristem; floral organ; flower; flower development; leaf; meristem; ovule; palea; reproductive; stamen; transcription factor; yield
LOC_Os01g52730	OsS40-7	grain; grain size; grain weight
LOC_Os01g53000	OsTPS3	defense; jasmonate
LOC_Os01g53160	OsOFP3	salt tolerance
LOC_Os01g53200	OsYUCCA3	auxin; auxin biosynthesis; development; meiosis; meiotic; pollen; pollen development; reproductive; reproductive development
LOC_Os01g53220	OsHsfC1b	ABA; growth; homeostasis; salt; salt stress; salt tolerance; transcription factor
LOC_Os01g53260	OsWRKY23	abiotic stress; biotic stress; defense; growth; leaf; root; salicylic acid; senescence
LOC_Os01g53294	Osrboh2|OsrbohA	development; fertility; growth; plasma membrane; pollen; seed; stress; stress response; tolerance
LOC_Os01g53460	OsUGT706D1	flavone; glucosyltransferase
LOC_Os01g53600	OsERA1	ABA; abscisic acid; drought; drought stress; growth; leaf; primary root; root; root growth; stomatal; stress
LOC_Os01g53650	OsC3H10	abscisic acid; drought; drought tolerance; nucleus; salinity; seed; stress; stress response; tolerance
LOC_Os01g53880	IAA6|OsIAA6	auxin; auxin biosynthesis; auxin transport; axillary meristem; drought; drought stress; drought stress response; drought tolerance; meristem; stress; stress response; tiller; tillering; transporter
LOC_Os01g53930	OsHXK6	growth; mitochondria; seed; seedling; sugar
LOC_Os01g54210	OsGATA6	development; grain; grain number; grain size; heading date; panicle; panicle development; transcription factor
LOC_Os01g54270	D10|OsCCD8|OsCCD8b	auxin; branching; cell death; cytokinin; dwarf; growth; height; meristem; seedling; shoot; strigolactone; tiller; tillering
LOC_Os01g54490	FTL9	grain; grain number; grain size
LOC_Os01g54515	OsNPF4.5	nitrate; nitrate transporter; nitrogen; transporter
LOC_Os01g54540	WLP1	chloroplast; leaf; panicle; photosynthesis; seedling; temperature
LOC_Os01g54600	OsWRKY13|WRKY13	abiotic stress; bacterial blight; blast; blast disease; blight; breeding; defense; defense response; disease; disease resistance; fertility; fungal blast; growth; homeostasis; jasmonate; jasmonic; jasmonic acid; leaf; pathogen; resistance; resistant; sa; salt; seedling; sheath; transcription factor; transcription regulator; transcriptional activator
LOC_Os01g54620	Bc7|OsCesA4|bc11	cellulose
LOC_Os01g54810	THIS1	anther; auxin; branching; cell division; dwarf; fertility; flower; growth; height; phytohormone; pollen; reproductive; seed; shoot; spikelet; stem; strigolactone; tiller; tiller number; tillering
LOC_Os01g54860	NOG1	chilling; chilling tolerance; cold; cold tolerance; grain; grain number; grain yield; heading date; tolerance; yield
LOC_Os01g54890	OsERF922	ABA; abiotic stress; biotic stress; blast; blast disease; blast resistance; disease; ethylene; magnaporthe oryzae; resistance; salt; salt stress; salt tolerance; shoot; transcription factor
LOC_Os01g54930	OsVOZ1	cell death; defense; immunity; reactive oxygen species; resistance
LOC_Os01g55094	AMD1|PWA1	development; map-based cloning; nucleus; pollen; pollen development; pollen wall; tapetum; tapetum degeneration; transcription factor
LOC_Os01g55110	NBIP1	protoplasts
LOC_Os01g55200	OsKAT1	growth; homeostasis; potassium; root; salinity; salinity stress; salt; salt stress; salt tolerance; shoot; stress
LOC_Os01g55240	GA2OX3|OsGA2OX3	 ga ; GA; GA inactivation; ethylene; ga; root
LOC_Os01g55270	OsBHT	development; heat tolerance; tolerance
LOC_Os01g55280	OsMY1	growth; panicle
LOC_Os01g55440	OsCIPK30	RSV; rice stripe virus; tolerance
LOC_Os01g55450	OsCIPK12	drought; salt; salt stress
LOC_Os01g55549	OsGL2	root; root hair
LOC_Os01g55870	OsCM	blight; leaf; pathogen; stress
LOC_Os01g55940	OsGH3-2|OsGH3.2	 ABA ; IAA; abscisic acid; auxin; cold tolerance; crown; crown root; drought; dwarf; homeostasis; iaa; mycorrhizal symbiosis; root; root hair; seed
LOC_Os01g55974	ALR|OsDCD|ST2	cell cycle; cell proliferation; chloroplast; chloroplast development; development; map-based cloning; mitochondria; plant development
LOC_Os01g56200	NH2	bacterial blight; blight
LOC_Os01g56330	DRUS2|FLR2	development; sterile; tillering; yield
LOC_Os01g56350	TCM1	chloroplast; chloroplast development; cold stress; development; stress
LOC_Os01g56380	TYDC	growth; seed
LOC_Os01g56420	COPT1	CxC motif; copper accumulation; shoot; viral resistance; xylem
LOC_Os01g56470	XB24	defense response; disease resistance; immunity; resistance
LOC_Os01g56880	OsPAP10a	breeding; homeostasis; phosphate; phosphorus; pi; root; shoot; transcription factor
LOC_Os01g56940	OsEXO1	cell cycle; meristem; panicle
LOC_Os01g57110	ALT1	ATPase; alkaline stress; alkaline tolerance; defense; map-based cloning; oxidative stress
LOC_Os01g57240	OsULT1	abscisic acid; methyltransferase
LOC_Os01g57310	Pi37	blast; blast resistance
LOC_Os01g57340	PISH	blast; blast resistance
LOC_Os01g57480	SDS2	Kinase; PCD; blast; cell death; immune response; immunity; magnaporthe oryzae; resistance
LOC_Os01g57580	OsbHLH069	R protein; axillary meristem; development; inflorescence; meristem; panicle; panicle development
LOC_Os01g57610	LC1|OsGH3-1|OsGH3.1	BR; auxin; cell elongation; defense; defense response; homeostasis; iaa; lamina; leaf
LOC_Os01g57890	OSTF1	grain; transcription factor
LOC_Os01g58240	RSP1	flower; seed; seedling; shoot
LOC_Os01g58290	Hwi2	growth; immune response; root; shoot
LOC_Os01g58420	AP37|OsERF3	ABA; auxin; brown planthopper; crown root development; crown root elongation; crown root initiation; cytokinin; defense; defense response; drought; drought tolerance; ethylene; grain; grain yield; growth; insect; jasmonate; root; root development; root elongation; root initiation; salinity; salt; stem; temperature; transcription factor; vegetative; yield
LOC_Os01g58750	OsGCD1	development; endosperm; endosperm development; fertility; male sterility; nucleus; pollen; pollen development; sterility
LOC_Os01g58790	OsCMK|OsIspE	chloroplast; map-based cloning
LOC_Os01g58860	OsPIN9	auxin; cadmium; catalase; chilling; chilling stress; defense; defense response; homeostasis; reactive oxygen species; seedlings; stress; tiller; tiller number; tolerance; transcriptional regulator; transporter
LOC_Os01g59100	Os6	cytokinin
LOC_Os01g59120	CycB1;1|OsCycB1;1	cell cycle; chilling; cold stress; endosperm; mitosis; seed
LOC_Os01g59350	OsTGA2|OsTGAL1	 sa ;  xoo ; R protein; SA; Xoo; bacterial blight; bacterial blight disease; blight; blight disease; defense; disease; disease resistance; glucosyltransferase; leaf; methyl jasmonate; resistance; resistant; sa; salicylic acid; xoo
LOC_Os01g59440	OsLRR1	disease
LOC_Os01g59620	OsSUVH7	Salt Sensitivity; salt; salt stress; stress; transcription factor
LOC_Os01g59660	OsGAMYB|OsMYBGA	anther; development; endosperm; floral; flower; ga; grain; grain yield; inflorescence; pollen; seed; seed germination; shoot; stamen; stem; tapetum; tiller; tiller number; tillering; transcription factor; vegetative; yield
LOC_Os01g59920	GRA78	chloroplast; chloroplast development; development; map-based cloning; seedling
LOC_Os01g60020	OsNAC4	cell death; transcription factor
LOC_Os01g60270	OsWOX13	drought; drought resistance; resistance; stress; stress response; vegetative
LOC_Os01g60490	OsWRKY22	Al tolerance; biotic stress; blast; stress; tolerance; transcriptional activator
LOC_Os01g60600	OsWRKY108	Pi; homeostasis; leaf; leaf angle; nucleus; phosphate; phosphorus; pi; transporter
LOC_Os01g60640	OsWRKY21	Pi; heading date; height; internode elongation; nucleus; phosphate; pi; plant height; transcription factor
LOC_Os01g60740	Psd1|Ptd1	brassinosteroid; cell division; dwarf; gibberellin; growth; height
LOC_Os01g60810	OsOFP6	IAA; auxin; auxin transport; cell wall; cellulose; cold stress; drought; drought tolerance; grain; growth; iaa; lateral root; leaf; leaf angle; lignin; root; secondary cell wall; stress; tolerance; water loss; xylem
LOC_Os01g60860	OsPUB3	Ubiquitin; cold stress; grain; grain weight; stress; stress response; temperature
LOC_Os01g60900	OsEPFL9	Kinase; architecture; fertility; grain; grain yield; kinase; leaf; panicle; panicle architecture; protein kinase; spikelet; spikelet number; stomatal; yield
LOC_Os01g61070	OsATX	ABA; blast; defense; ethylene; ja; jasmonic; jasmonic acid; leaf; sa; salicylic acid; seedling
LOC_Os01g61080	OsWRKY24	 ABA ;  ga ; cell elongation; grain; grain size; lamina; seed; seed length
LOC_Os01g61160	OsChI1	R protein; abiotic stress; biotic stress; chilling; drought; plasma membrane; root; salinity; salinity stress; salt; salt stress; stress; tolerance; vegetative
LOC_Os01g61180	OsExo70B1	Kinase; blast; defense; defense response; disease; disease resistance; immunity; kinase; leaf; magnaporthe oryzae; resistance; shoot
LOC_Os01g61380	OsMDH1	chloroplast; leaf; salt; salt stress; stem; stress; stress tolerance; tolerance
LOC_Os01g61390	OsYSL18	crown; crown root; flower; iron; lamina; leaf; pollen; reproductive; root; sheath; shoot; transporter; vegetative; zinc
LOC_Os01g61480	LAX1	architecture; axillary meristem; branching; floral; floral meristem; inflorescence; inflorescence architecture; meristem; panicle; shoot; shoot apical meristem; spikelet; spikelet meristem; vegetative
LOC_Os01g61500	OsBAG4	PCD; cell wall; disease; disease resistance; immunity; phytohormone; resistance; salt; salt stress; stress
LOC_Os01g61550	OsAMT2.3|OsAMT2;3	nitrogen
LOC_Os01g61620	OsSTK1	Kinase
LOC_Os01g61940	OsABCG3	development; plasma membrane; pollen; pollen development; pollen wall; tapetum; transporter
LOC_Os01g62060	DGP1	chlorophyll content; photosynthesis; transcription factor
LOC_Os01g62070	OsMTP11	Al tolerance; growth; homeostasis; manganese; plasma membrane; stress; stress response; tolerance; transporter
LOC_Os01g62190	ZFP179	ABA; oxidative; salt; salt stress; salt tolerance; seedling
LOC_Os01g62200	OsDSR2	ABA; abiotic stress; auxin; drought; ethylene; gibberellin; jasmonate; leaf; oxidative; salicylic acid; salt; stem
LOC_Os01g62244	OsUBC11	Ubiquitin; auxin; auxin response; auxin transport; development; lateral root; primary root; root; root development; seedling
LOC_Os01g62410	OsMYB3R-2	cell cycle; chilling; cold tolerance; drought; mitosis; salt; salt stress; transcription factor
LOC_Os01g62420	OscTPI	abiotic stress; phosphate; root; shoot
LOC_Os01g62430	OsERG1|Rpp17	plant defense signaling; tiller
LOC_Os01g62610	OsFKBP20-1b	 ABA ; ABA; abiotic stress; abscisic acid; biotic stress; stress; stress response; transcriptional regulator
LOC_Os01g62760	OsPP15|OsPP2C09|OsPYL2	ABA; abiotic stress; abscisic acid; biotic stress; drought; drought tolerance; growth; osmotic stress; phosphatase; plant growth; stress; tolerance; transcription factor
LOC_Os01g62840	OsMPG1|OsVTC1-1	abiotic stress; blast; blast resistance; cell wall; defense; defense response; grain; grain yield; jasmonic; jasmonic acid; magnaporthe oryzae; meristem; panicle; pyrophosphorylase; reactive oxygen species; reproductive; resistance; resistant; root; salicylic acid; salinity; salinity stress; salt; salt stress; salt tolerance; seed; seed development; seedling; shoot; shoot apical meristem; stress; stress tolerance; tolerance; vegetative; yield
LOC_Os01g62860	OsAKR1|OsI_04426	abiotic stress; oxidative; phosphate; temperature
LOC_Os01g62870	AKR4C14|OsAKR2|OsI_04428	mature leaves; seedling leaves; stems
LOC_Os01g62920	RIL1|qSH1	awn; meristem; seed; seed shattering; shattering; shoot; shoot apical meristem
LOC_Os01g62990	OOsRacGEF1|OsRacGEF1|OsRopGEF7B|sRopGEF7B	Kinase; blast; chitin signaling; development; floral; floral meristem; floral organ; growth; immune response; meristem; plasma membrane; resistance; seed
LOC_Os01g63220	OsFLN1|WLP2	Kinase; chloroplast; chloroplast development; development; growth; map-based cloning; plant growth; stress
LOC_Os01g63310	OsOPL1	grain; grain size
LOC_Os01g63420	OsCOI1|OsCOI1a	 BR ;  ja ; JA; brown planthopper; defense; defense response; drought; drought tolerance; fertility; grain; grain size; growth; insect; ja; jasmonate; leaf; leaf senescence; male sterility; methyl jasmonate; root; root growth; spikelet; spikelet development
LOC_Os01g63510	OsQHB|OsWOX5|QHB	callus; crown; crown root; development; grain; grain length; grain width; panicle; panicle length; plant height; reactive oxygen species; root; salt; salt stress; salt tolerance; shoot; stress; tiller; tiller number; tolerance
LOC_Os01g63770	OsAUX1	auxin; auxin response; auxin transport; cell cycle; development; growth; iaa; lateral root; plasma membrane; primary root; reactive oxygen species; root; root development; root elongation; root hair; spikelet; spikelet development; stress; tiller; tillering; transcription factor; transporter
LOC_Os01g63810	SBDCP1	amylose content; starch
LOC_Os01g64250	OsHORZ1	Fe accumulation; Fe efficiency
LOC_Os01g64310	ENAC1	ABA; abiotic stress; drought; salt; transcription factor
LOC_Os01g64380	REL1	ABA; BR; abiotic stress; abscisic acid; biotic stress; brassinosteroid; development; drought; drought stress; growth; leaf; leaf rolling; meristem; plant growth; stress
LOC_Os01g64430	OsOFP8	BR; BR signaling; cytoplasm; development; growth; lamina; lamina joint; leaf; plant growth
LOC_Os01g64660	FBP1|MOC2	dwarf; growth; growth rate; leaf; sucrose; sucrose supply; tiller; tiller bud outgrowth; tiller number
LOC_Os01g64730	OREB1|OsABF1|OsABI5|OsbZIP10	 ABA ;  ga ; ABA; GA; GA biosynthesis; Gibberellin; abiotic stress; abscisic acid; drought; drought stress; drought tolerance; fertility; ga; gibberellin; gibberellin biosynthesis; growth; heading date; height; homeostasis; panicle; plant height; protein phosphatase; redox homeostasis; reproductive; salinity; salt; salt stress; seed; seed germination; seedling; tolerance; transcription factor; transcriptional activator
LOC_Os01g64770	OsPTB1	panicle development; young panicles
LOC_Os01g64790	ERF99|OsEREBP2	abiotic stress; drought; salinity; salt; salt stress; salt tolerance; transcription factor
LOC_Os01g64890	OsMGT1	Al tolerance; Salt Sensitivity; aluminum; biomass; breeding; cadmium; leaf; magnesium; phloem; resistance; root; salt; salt stress; salt tolerance; sheath; shoot; stress; tolerance; transporter; xylem; xylem parenchyma
LOC_Os01g64970	OSPDK|SAPK4	growth; homeostasis; oxidative; photosynthesis; salinity; salt; salt stress; salt tolerance; seedling; transcription factor
LOC_Os01g64980	Os-POLLUX	mycorrhizal symbiosis
LOC_Os01g65230	PDK1	abiotic stress; biotic stress; blast; disease; disease resistance; magnaporthe oryzae
LOC_Os01g65350	OsdNK2	growth; plant growth
LOC_Os01g65370	OsMYB22	 ja ; JA; JA signaling; blast; blast resistance; ja; resistance
LOC_Os01g65410	FLO20|OsCADT1	cadmium; endosperm; endosperm development; nucleus; tolerance
LOC_Os01g65500	OsCLC1	homeostasis; oxidative
LOC_Os01g65660	OsAAP5	breeding; cytokinin; grain; grain quality; grain yield; leaf; quality; tiller; tiller bud outgrowth; tiller number; yield
LOC_Os01g65670	OsAAP6|qPC1	albumin; amino acid transporter; globulin; glutelin; grain; grain protein; grain protein content; nutritional quality; prolamin; quality; root; starch
LOC_Os01g65780	OsGUX1	cell wall; cellulose; chlorophyll content; leaf; seedling
LOC_Os01g65940	OsADK1	 pi ; Kinase; Pi; branching; development; kinase; mycorrhizal symbiosis; phosphate; phosphate starvation; phosphate starvation response; pi; symbiosis; transcription factor
LOC_Os01g66030	OsMADS2	architecture; cell division; development; floral; growth; organ size; stamen; transcription factor
LOC_Os01g66100	GA20ox2|OsGA20ox2|sd1	Gibberellin; dwarf; ga; gibberellin; gibberellin biosynthesis; grain protein; grain protein content; growth; height; plant height; shoot; transcription factor
LOC_Os01g66120	OsNAC6|SNAC2	abiotic stress; biotic stress; blast; blast disease; defense; defense response; development; disease; drought; drought stress; drought tolerance; grain; grain yield; growth; jasmonic; jasmonic acid; reproductive; root; salinity; salt; salt tolerance; seedling; stress; tolerance; transcription factor; yield
